ID|grapheme|phoneme
a5ad0f5b-4cd1-4fc2-bf29-ab6567b172b6|ক্রুসও বিদ্ধ করে মেরে ফেলা যায়।|k_1 r u s o_2 b_1 i d̪ d̪ʰ o_2 k_1 o r e_2 m_1 e r e_2 pʰ_1 æ l a_2 ɟ_1 a ʲ_2
a5b7acf0-bc42-4180-b374-d6bdddb9bfc4|মুভির রিল হারিয়ে গেছে।|m_1 u bʰ i r_2 r_1 i l_2 h_1 a r i ʲ e_2 g_1 æ cʰ e_2
a5bb99c3-2f96-4d5c-81ee-aeb989cd0899|আলুগুলো মাপ।|a_1 l u g u l o_2 m_1 a p_2
a5bc4344-a777-4025-8b7d-291c035bd61f|নঠেগানা|n_1 ɔ tʰ e g a n a_2
a5beb916-c18b-4de8-ad5f-32b8612b93bf|ইয়া|i_1 ʲ a_2
a5c9c138-b4d3-42a0-90e9-604873ad006b|চাজক্যা|c_1 a ɟ k k a_2
a5ce4008-bbce-43a2-b307-0d14a06fcc7c|চিবিবজ্ঞানা|c_1 i b i b o g g æ̃ n a_2
a5d39b6e-e930-4c9e-9b8c-c2f484a07acd|পাওইল হবে পাওয়েল যা একজনের নাম।|p_1 a o̯ i l_2 h_1 ɔ b e_2 p_1 a o̯ ʷ e l_2 ɟ_1 a_2 æ_1 k ɟ o n e r_2 n_1 a m_2
a5d58a21-5863-401a-9c20-36063e52c4dd|চস্পা বাংলা ছবির নায়িকা।|c_1 ɔ s p a_2 b_1 a ŋ l a_2 cʰ_1 o b i r_2 n_1 a ʲ i k a_2
a5e0646a-c4d8-4817-ab59-7f4b75116d81|কোন এপে খেলা দেখা যায়?|k_1 o n_2 e_1 p e_2 kʰ_1 æ l a_2 d̪_1 æ kʰ a_2 ɟ_1 a ʲ_2
a5ee13c4-1181-4f3b-82f5-dd13284a6a6a|ফৌজদারি আইন এই ধৃষ্টতা সহ্য করবে না।|pʰ_1 o u̯ ɟ d̪ a r i_2 a_1 i̯ n_2 e_1 i̯_2 d̪ʰ_1 r i ʃ t o t̪ a_2 ʃ_1 o ɟ ɟʰ o_2 k_1 o r b e_2 n_1 a_2
a5f0e328-03e4-416e-be12-c964f984694f|আঘাজ্‌|a_1 gʰ a ɟ_2
a602efc1-b613-4654-bb4f-3adff9ebf89f|স্মরন দাস কোচবিহার এর প্রাকৃতিক সৌন্দর্য নিয়ে ডকুমেন্টারি বানিয়েছেন।|s_1 ɔ̃ r o n_2 d̪_1 a ʃ_2 k_1 o c b i h a r_2 e_1 r_2 p_1 r a k r i t̪ i k_2 ʃ_1 o u̯ n d̪ ɔ r ɟ o_2 n_1 i ʲ e_2 d_1 ɔ k u m e n t a r i_2 b_1 a n i ʲ e cʰ e n_2
a6265eb2-052e-4abd-a242-8bd1eeb5a8df|আড়রা কেজিএফ মুভির চরিত্র|a_1 ɽ r a_2 k_1 e ɟ i e pʰ_2 m_1 u bʰ i r_2 c_1 o r i t̪ t̪ r o_2
a62bb543-c70f-43a4-ac58-4af2399105e9|অয্‌গোই|ɔ_1 ɟ g o i̯_2
a62c55de-861d-4bf5-a545-bd9e6095092c|মিল্কশেক কিভাবে তৈরি করে?|m_1 i l k ʃ e k_2 k_1 i bʰ a b e_2 t̪_1 o i̯ r i_2 k_1 o r e_2
a62e4aa4-d2c5-4573-878f-bb85b82265c7|এথোস গ্রিক শব্দ।|e_1 t̪ʰ o s_2 g_1 r i k_2 ʃ_1 ɔ b d̪ o_2
a63d2cb7-8847-473e-aed5-326b1d066649|কোটিপতির এগুলিই স্বভাব|k_1 o t i p o t̪ i r_2 e_1 g u l i i̯_2 ʃ_1 ɔ bʰ a b_2
a64171bf-114d-4180-ba77-1981a0e29cfa|আমি মনে কেঁদে ফেলবো|a_1 m i_2 m_1 o n e_2 k_1 ẽ d̪ e_2 pʰ_1 e l b o_2
a64295ea-1064-465b-a349-7309602435aa|ডিপ্যাছড়ি ও বাইনখাড়া গ্রামে ক্যাওড়া গাছ বেশি পাওয়া যায়।|d_1 i p æ cʰ o ɽ i_2 o b_1 a i̯ n kʰ a ɽ a_2 g_1 r a m e_2 k_1 æ o̯ ɽ a_2 g_1 a cʰ_2 b_1 e ʃ i_2 p_1 a o̯ ʷ a_2 ɟ_1 a ʲ_2
a648836c-e22b-4852-9577-14aaeafcbc47|ঔড়ুম্বর ইছনপুরের আড়ভাঙাতে থাকে।|o_1 u̯ ɽ u m b ɔ r_2 i_1 cʰ o n p u r e r_2 a_1 ɽ bʰ a ŋ a t̪ e_2 t̪ʰ_1 a k e_2
a64c641d-7e81-4035-8dc8-e9bdca6caeaf|ঘগোয়া উচ্চ বিদ্যালয়|gʰ_1 ɔ g o ʷ a_2 u_1 c c o_2 b_1 i d̪ d̪ a l ɔ ʲ_2
a64dc972-56cf-47d7-b917-7daa67856e0c|শেষ পর্যন্ত গাছও বিক্রি করে দিলো।|ʃ_1 e ʃ_2 p_1 ɔ r ɟ o n t̪ o_2 g_1 a cʰ o_2 b_1 i k k r i_2 k_1 o r e_2 d̪_1 i l o_2
a64ea614-997f-4292-adf1-bc316a4bd163|আমার কাছে নেহি|a_1 m a r_2 k_1 a cʰ e_2 n_1 e h i_2
a6540ca6-8564-405c-9749-ebef126b80d4|দোস্ত, তুই খেলা দেখছিস নাকি খেলছিস?|d̪_1 o s t̪ o_2 t̪_1 u i̯_2 kʰ_1 æ l a_2 d̪_1 e kʰ cʰ i ʃ_2 n_1 a k i_2 kʰ_1 e l cʰ i ʃ_2
a65c82e7-f3de-42f2-915a-7327e4e05a12|জুডিশিয়াল সেকশনের পেট্রোল সিগনালে রয়েছে ডিউ জেড ফিড হেডফোন।|ɟ_1 u d i ʃ i ʲ a l_2 s_1 e k ʃ ɔ n e r_2 p_1 e t t r o l_2 s_1 i g n a l e_2 r_1 o ʲ e cʰ e_2 d_1 i u̯_2 ɟ_1 e d_2 pʰ_1 i d_2 h_1 e d pʰ o n_2
a65ca314-826b-404d-941c-5dfb894cdda1|মাউশি শিক্ষা বোর্ড|m_1 a u̯ ʃ i_2 ʃ_1 i k kʰ a_2 b_1 o r d_2
a6644a63-4cee-4081-92b6-eb568d7f69ca|মাউসিআ এখনো শিশু ।|m_1 a u̯ ʃ i a_2 æ_1 kʰ o n o_2 ʃ_1 i ʃ u_2
a6667be0-62f3-44ac-b407-8da87e055aea|মঙ্গলাকাঙ্ক্ষী শব্দের মানে বলো।|m_1 o ŋ g o l a k a ŋ kʰ i_2 ʃ_1 ɔ b d̪ e r_2 m_1 a n e_2 b_1 ɔ l o_2
a667be25-b9f7-466e-bb54-2bf8c6f59409|আক্যাঙ|a_1 k k æ ŋ_2
a673e5c1-5357-4519-a060-e63ac4d81b1d|আপনার তো এই ব্যপারে এখতিয়ারও নেই।|a_1 p n a r_2 t̪_1 o_2 e_1 i̯_2 b_1 æ p a r e_2 e_1 kʰ t̪ i ʲ a r o_2 n_1 e i̯_2
a675fdc0-b612-44ee-93be-194e7b98019e|ডিপ্লোম্যাটিক কারণে ক্রিকেটাঙ্গনে পাপারাজ্জিদের সমাগম।|d_1 i p l o m æ t i k_2 k_1 a r o n e_2 k_1 r i k e t a ŋ g o n e_2 p_1 a p a r a ɟ ɟ i d̪ e r_2 ʃ_1 ɔ m a g ɔ m_2
a677350f-5fca-497e-845b-39370d37535d|কয়টি শাঁখা আছে বিজ্ঞানের?|k_1 ɔ ʲ t i_2 ʃ_1 ã kʰ a_2 a_1 cʰ e_2 b_1 i g g ã n e r_2
a67fcae9-e7b1-4552-866f-df36711fcf0b|উচোট শব্দটি অভিধানেই নেই।|u_1 c o t_2 ʃ_1 ɔ b d̪ o t i_2 o_1 bʰ i d̪ʰ a n e i̯_2 n_1 e i̯_2
a687d1d7-6d92-4a3b-a266-edb41b4a585e|ঢ্যাঁড়স ভাজি বেশ মজা।|dʰ_1 æ̃ ɽ o ʃ_2 bʰ_1 a ɟ i_2 b_1 e ʃ_2 m_1 ɔ ɟ a_2
a689455a-b431-4055-9b78-cbec62f1b336|আয়িয়া চৌধুরী অসুস্থ।|a_1 ʲ i ʲ a_2 c_1 o u̯ d̪ʰ u r i_2 ɔ_1 ʃ u s t̪ʰ o_2
a6897c6e-f67c-4f6c-b157-7ab255ae4321|মাঠলা উচ্চ বিদ্যালয়|m_1 a tʰ l a_2 u_1 c c o_2 b_1 i d̪ d̪ a l ɔ ʲ_2
a689f956-94e6-41df-8a3e-4518295c59ff|আমার সম্পদের ভাগ হ্যামাক দেন।|a_1 m a r_2 ʃ_1 ɔ m p o d̪ e r_2 bʰ_1 a g_2 h_1 æ m a k_2 d̪_1 æ n_2
a68ffa1c-6474-4bce-869d-29aa07359596|শ্বাসনালির অপারেশনে যন্ত্র স্যানিটাইজ না করায় তিনি আজ শয্যাশায়ী।|ʃ_1 a ʃ n a l i r_2 ɔ_1 p a r e ʃ o n e_2 ɟ_1 ɔ n t̪ r o_2 s_1 æ n i t a i̯ ɟ_2 n_1 a_2 k_1 ɔ r a ʲ_2 t̪_1 i n i_2 a_1 ɟ_2 ʃ_1 o ɟ ɟ a ʃ a ʲ i_2
a6934144-867f-4afe-9b1e-b4b4947150ad|কাঁকড়াধারি বিচে কাঁকড়া পাওয়া যায়।|k_1 ã k ɽ a d̪ʰ a r i_2 b_1 i c e_2 k_1 ã k ɽ a_2 p_1 a o̯ ʷ a_2 ɟ_1 a ʲ_2
a69b7d22-e431-43be-9bca-a7f4ac7f673a|বড়বড়|b_1 ɔ ɽ o b ɔ ɽ o_2
a69d2f34-2dfa-43a0-a1b8-437c3fc14036|ঔয়াদি আরবি শব্দ।|o_1 u̯ ʷ a d̪ i_2 a_1 r b i_2 ʃ_1 ɔ b d̪ o_2
a6a84ae2-35e4-44f6-a37e-e22d05399171|মেহবুব মোহসীন যুতসই যৌগিক যৌবন|m_1 æ h b u b_2 m_1 o h s i n_2 ɟ_1 u t̪ ʃ o i̯_2 ɟ_1 o u̯ g i k_2 ɟ_1 o u̯ b ɔ n_2
a6b067f8-4e4e-4a22-a4d1-987632457adb|দুঘো|d̪_1 u gʰ o_2
a6bce974-94d9-4bc8-a412-14fa3bfeb0a9|আগঙ|a_1 g o ŋ_2
a6c0ed43-1d11-4159-8ec0-e53e8daa4fd8|বাংলাদেশে প্রচলিত খেলাধুলার মধ্যে রয়েছে বাস্কেটবল ও দাবা।|b_1 a ŋ l a d̪ e ʃ e_2 p_1 r o c o l i t̪ o_2 kʰ_1 æ l a d̪ʰ u l a r_2 m_1 o d̪ d̪ʰ e_2 r_1 o ʲ e cʰ e_2 b_1 a s k e t b ɔ l_2 o d̪_1 a b a_2
a6c30f73-861f-4d09-8b94-17f0ee496ff9|আপুও পাবজি খেলে|a_1 p u o_2 p_1 a b ɟ i_2 kʰ_1 e l e_2
a6c54c96-e103-4993-8e00-718a8e04be95|মাদ্রাসাপড়ুয়া শিক্ষার্থীদের মাঝে ধর্মভীরু ভাব রয়েছে।|m_1 a d̪ d̪ r a s a p o ɽ u ʷ a_2 ʃ_1 i k kʰ a r t̪ʰ i d̪ e r_2 m_1 a ɟʰ e_2 d̪ʰ_1 ɔ r m o bʰ i r u_2 bʰ_1 a b_2 r_1 o ʲ e cʰ e_2
a6cbf263-b7fc-4fc3-8a95-5f963f6c0301|হৃৎপিণ্ডের মধ্য দিয়ে রক্ত প্রবাহিত হয়।|h_1 r i t̪ p i n d e r_2 m_1 o d̪ d̪ʰ o_2 d̪_1 i ʲ e_2 r_1 ɔ k t̪ o_2 p_1 r o b a h i t̪ o_2 h_1 ɔ ʲ_2
a6cd5af5-8212-41c0-bdeb-2a7c36554157|ধুউল|d̪ʰ_1 u u l_2
a6e3db37-f2d8-4998-ab1c-6189e067a447|তামান্নাকে নিয়ে আমার গর্বও হতো।|t̪_1 a m a n n a k e_2 n_1 i ʲ e_2 a_1 m a r_2 g_1 ɔ r b o o_2 h_1 o t̪ o_2
a6e52a1e-c39f-4ece-8ba8-5cad7daac5bc|নহোয় মানে না হয়।|n_1 ɔ h o ʲ_2 m_1 a n e_2 n_1 a_2 h_1 ɔ ʲ_2
a6e87e84-1091-4f5c-a693-551d3d3f6fa2|সংক্ষেপে প্রতিটি লেভেলের ডিফেন্ডার প্রটোকল বা কানুন সম্পর্কে জানানো হলো।|ʃ_1 ɔ ŋ kʰ e p e_2 p_1 r o t̪ i t i_2 l_1 e bʰ e l e r_2 d_1 i pʰ e n d a r_2 p_1 r o t o k ɔ l_2 b_1 a_2 k_1 a n u n_2 ʃ_1 ɔ m p ɔ r k e_2 ɟ_1 a n a n o_2 h_1 o l o_2
a6e9218c-2c03-4d64-a8aa-db050f1ab20b|অ্যাডিলেডে উলো সানিয়া মিআ আজ আসবেন।|æ_1 d i l e d e_2 u_1 l o_2 s_1 a n i ʲ a_2 m_1 i a_2 a_1 ɟ_2 a_1 ʃ b e n_2
a6f6deb5-6c00-4ba3-b26b-103ac5472aa1|এভারেস্টজয়ীরা অসুস্থাবস্থায়ও দায়বদ্ধতামূলক কাজ করলো।|e_1 bʰ a r e s t ɟ o ʲ i r a_2 ɔ_1 ʃ u s t̪ʰ a b ɔ s t̪ʰ a ʲ o_2 d̪_1 a ʲ b ɔ d̪ d̪ʰ o t̪ a m u l o k_2 k_1 a ɟ_2 k_1 o r l o_2
a6f77793-72b9-45a3-b971-924bc725e815|বাদুড়ঝিরি মহাবিদ্যালয় কলেজ।|b_1 a d̪ u ɽ ɟʰ i r i_2 m_1 ɔ h a b i d̪ d̪ a l ɔ ʲ_2 k_1 ɔ l e ɟ_2
a6fb0777-8041-4913-b2a9-9901f2c51a34|মাইলসের কোন গানটি তোমার প্রিয়?|m_1 a i̯ l s e r_2 k_1 o n_2 g_1 a n t i_2 t̪_1 o m a r_2 p_1 r i ʲ o_2
a707b6d2-972c-4c84-9d03-4308669be964|কোঙার কি কাজে লাগে?|k_1 o ŋ a r_2 k_1 i_2 k_1 a ɟ e_2 l_1 a g e_2
a70c9815-eae5-436a-b68c-d288a49d82e1|এলাকার ভাষা তারা কাইতাসে।|e_1 l a k a r_2 bʰ_1 a ʃ a_2 t̪_1 a r a_2 k_1 a i̯ t̪ a s e_2
a70f153c-6024-42b5-89d4-bc51b67ffaf0|জাল্ম প্রকৃতির লোক ভয়ানক হয়।|ɟ_1 a l m_2 p_1 r o k r i t̪ i r_2 l_1 o k_2 bʰ_1 ɔ ʲ a n ɔ k_2 h_1 ɔ ʲ_2
a71cdb4c-d1f5-4bb7-92b9-8add7d99a829|আউচপাড়া কাোথায়?|a_1 u̯ c p a ɽ a_2 k_1 a t̪ʰ a ʲ_2
a7209ebe-3a6c-4717-a4b4-5ca1c62fcb65|চঁন্দ্র মানে চাঁদ|c_1 ɔ̃ n d̪ r o_2 m_1 a n e_2 c_1 ã d̪_2
a731b0c8-1875-4f9f-bfff-265bf4c92482|কুচখালি ইউনিয়ন।|k_1 u c kʰ a l i_2 i_1 u̯ n i o n_2
a73d2157-2044-4735-96cb-409380e4e3b0|মিরসরাই এলাকা চিহ্নিত।|m_1 i r ɔ ʃ ɔ r a i̯_2 e_1 l a k a_2 c_1 i n h i t̪ o_2
a7440ba9-24c3-4731-87d1-453aa1431d79|কি বলবা কও।|k_1 i_2 b_1 o l b a_2 k_1 ɔ o̯_2
a747f2fc-eac4-414a-b25d-25ad5414918b|নেঝা ভুও লোক|n_1 e ɟʰ a_2 bʰ_1 u o_2 l_1 o k_2
a7494532-e57e-4964-80a5-42fd8d2abad1|বাঁধাকপি, শিম, মটরশুঁটির চাষে সফল কৃষকেরা।|b_1 ã d̪ʰ a k o p i_2 ʃ_1 i m_2 m_1 ɔ t o r ʃ ũ t i r_2 c_1 a ʃ e_2 ʃ_1 ɔ pʰ ɔ l_2 k_1 r i ʃ ɔ k e r a_2
a7517fc8-8157-4e07-906c-d0f76eb8075e|একেকবারে একেক কথা।|æ_1 k e k b a r e_2 æ_1 k e k_2 k_1 ɔ t̪ʰ a_2
a75dcba1-a48b-4728-adb6-5be1e52531f9|তার কাজের রিদমটা দারুণ|t̪_1 a r_2 k_1 a ɟ e r_2 r_1 i d̪ o m t a_2 d̪_1 a r u n_2
a761db62-2c40-4414-8e1f-d68e83925e70|ড্যাডি টাকা দাও|d_1 æ d i_2 t_1 a k a_2 d̪_1 a o̯_2
a7643bc3-2035-4a4f-a00e-b59c474baf90|আটবারই সে ফেল করে।|a_1 t b a r i_2 ʃ_1 e_2 pʰ_1 e l_2 k_1 o r e_2
a76fe02a-08f8-4a76-9cac-8844247428f3|এরা ফেসবুক, টিকটক, ইনস্টাগ্রামে ভাইরাল হওয়ার জন্য ইতরামি করতেও দ্বিধাবোধ করে না!|e_1 r a_2 pʰ_1 e s b u k_2 t_1 i k t ɔ k_2 i_1 n s t a g r a m e_2 bʰ_1 a i̯ r a l_2 h_1 ɔ o̯ ʷ a r_2 ɟ_1 o n n o_2 i_1 t̪ r a m i_2 k_1 o r t̪ e o_2 d̪_1 i d̪ʰ a b o d̪ʰ_2 k_1 o r e_2 n_1 a_2
a77006fc-d535-4cb1-81ca-0937bec8df27|যথাসম্ভব চেষ্টা চালিয়ে যান।|ɟ_1 ɔ t̪ʰ a ʃ ɔ m bʰ ɔ b_2 c_1 e ʃ t a_2 c_1 a l i ʲ e_2 ɟ_1 a n_2
a778f3ff-e58f-4c78-af85-3cafb3061894|ভুল রোগীকে অ্যানেসথেশিয়া প্রদান।|bʰ_1 u l_2 r_1 o g i k e_2 æ_1 n e s t̪ʰ e ʃ i ʲ a_2 p_1 r o d̪ a n_2
a77cfcf7-d84d-48b1-808d-8003c44c8eb0|তুমি ছুঁই দিয়েই ছুট|t̪_1 u m i_2 cʰ_1 ũ i̯_2 d̪_1 i ʲ e i̯_2 cʰ_1 u t_2
a77d0b8c-ed5e-4559-8758-3e5166440cdc|এমত এরমধ্যে কিছু বলে নি।|e_1 m ɔ t̪_2 e_1 r m o d d̪ʰ e_2 k_1 i cʰ u_2 b_1 o l e_2 n_1 i_2
a7801b97-9323-4fd3-b840-00a9f2f1bac6|উদগ্রীব হয়ে অপেক্ষা করছি।|u_1 d̪ g r i b_2 h_1 o ʲ e_2 ɔ_1 p e k kʰ a_2 k_1 o r cʰ i_2
a781fe31-deb0-4b96-b70e-ccae2063e5a8|শিপ্লি উদ্দ্নি কুমড়ো খেতে ভালোবাসে।|ʃ_1 i p l i_2 u_1 d̪ d̪ n i_2 k_1 u m ɽ o_2 kʰ_1 e t̪ e_2 bʰ_1 a l o b a ʃ e_2
a78cf65e-d519-41f0-baee-8a8dea24c7e7|নাউ|n_1 a u̯_2
a796865b-7be6-4d00-a80f-286f02dd2d95|আশখাস আরবী শব্দ।|a_1 ʃ kʰ a s_2 a_1 r b i_2 ʃ_1 ɔ b d̪ o_2
a79b1035-2de8-48da-89a7-01a3951b8c09|বাঁশি বাজবে স্বপ্নে।|b_1 ã ʃ i_2 b_1 a ɟ b e_2 ʃ_1 ɔ p n e_2
a79b98b7-3b22-4b24-ae72-a8ac98a4cd65|সরপুঁটি মাছ খুব সুস্বাদু।|ʃ_1 ɔ r p ũ t i_2 m_1 a cʰ_2 kʰ_1 u b_2 ʃ_1 u ʃ ʃ a d̪ u_2
a79f9727-765f-4dda-b9a8-e3daf1535f5f|এগবাবর্‌|e_1 g b a b o r_2
a7a235f7-7325-4bd5-9896-e8998c0080e5|অহ্‌ধে|ɔ_1 h d̪ʰ e_2
a7a327db-4b40-4741-bbda-65e3ee1bf589|ঝ্যাং চ্যাং চীনা শব্দ|ɟʰ_1 æ ŋ_2 c_1 æ ŋ_2 c_1 i n a_2 ʃ_1 ɔ b d̪ o_2
a7a3ce4b-ed20-48f1-bf5e-a68f4bbd9c86|জুস্না বেগস ছাইখ্যং এলাকায় থাকে।|ɟ_1 u s n a_2 b_1 e g s_2 cʰ_1 a i̯ kʰ o ŋ_2 e_1 l a k a ʲ_2 t̪ʰ_1 a k e_2
a7a7c4f0-262f-403a-9dc7-ef15d5d6fb3b|দুঘেডুপ্যা|d̪_1 u gʰ e d u p æ_2
a7ad7946-b87c-49df-9baa-f6f2b35c91c4|স্নো ফল আমাদের দেশে হয় না।|s_1 n o_2 pʰ_1 ɔ l_2 a_1 m a d̪ e r_2 d̪_1 e ʃ e_2 h_1 ɔ ʲ_2 n_1 a_2
a7b6af81-140d-40d2-8809-b7e28dbedf12|কিনলে গলানোর একাদশই কদরও অঙ্কে|k_1 i n l e_2 g_1 ɔ l a n o r_2 æ_1 k a d̪ ɔ ʃ i̯_2 k_1 ɔ d̪ o r o_2 ɔ_1 ŋ k e_2
a7b6bd55-e290-43b1-ae68-6a4127fe3d40|জয়দেবপুর প্রথম স্বাধীন হয়।|ɟ_1 ɔ ʲ d̪ e b p u r_2 p_1 r o t̪ʰ o m_2 ʃ_1 a d̪ʰ i n_2 h_1 ɔ ʲ_2
a7b83626-5070-4dc3-aa55-5299d487f2c3|যাদব কুমান ভারতীয় নতুন বোলার।|ɟ_1 a d̪ o b_2 k_1 u m a n_2 bʰ_1 a r o t̪ i ʲ o_2 n_1 o t̪ u n_2 b_1 o l a r_2
a7d03bfd-68bc-47e8-ad34-c581e256cec5|উমর উমা ও উমেশ মুসলিম উম্মাহর জন্য কাজ করে|u_1 m o r_2 u_1 m a_2 o u_1 m e ʃ_2 m_1 u s l i m_2 u_1 m m a h r_2 ɟ_1 o n n o_2 k_1 a ɟ_2 k_1 o r e_2
a7d4fe2a-613f-4099-b983-30ae043522c1|আবেদনপ্রার্থীর খোঁজ নাও।|a_1 b e d̪ ɔ n p r a r t̪ʰ i r_2 kʰ_1 õ ɟ_2 n_1 a o̯_2
a7e137e2-04f4-40a4-bd6a-c9555c010bbc|ফুদ|pʰ_1 u d̪_2
a7e40ef4-b499-4236-a5c4-102ad9206fa6|ধল্‌|d̪ʰ_1 ɔ l_2
a7ecaf60-68d8-46ad-bdf6-62d378c7e83b|এই মাটির থালাটা কার?|e_1 i̯_2 m_1 a t i r_2 t̪ʰ_1 a l a t a_2 k_1 a r_2
a7edc872-81c7-4673-a278-0622998b4434|আসো আমরা প্রেমিকা অদল্বদল করি।|a_1 ʃ o_2 a_1 m r a_2 p_1 r e m i k a_2 ɔ_1 d̪ o l ɔ d̪ ɔ l_2 k_1 o r i_2
a7f7b2ab-b0b0-442e-938f-236100996581|সামনের ক্লাসে ছুটি দেবেন।|ʃ_1 a m n e r_2 k_1 l a s e_2 cʰ_1 u t i_2 d̪_1 e b e n_2
a7fb9130-3571-4117-b129-33b6a56644f6|হাইওয়ে ছবির নাম|h_1 a i̯ o ʷ e_2 cʰ_1 o b i r_2 n_1 a m_2
a7fd6e8d-da6f-42cd-a16e-97c805ad03bd|জড়ইন জায়গার নাম।|ɟ_1 ɔ ɽ i n_2 ɟ_1 a ʲ g a r_2 n_1 a m_2
a800c7bc-8fef-47bd-97d1-57946bd3909b|জিউ জিএ জিও|ɟ_1 i u̯_2 ɟ_1 i e_2 ɟ_1 i o_2
a82e7e0f-70a4-4dc2-b6e6-e43e0871ec32|ঘুন্ হলো অতি ক্ষুদ্র কীটবিশেষ|gʰ_1 u n_2 h_1 o l o_2 o_1 t̪ i_2 kʰ_1 u d̪ d̪ r o_2 k_1 i t b i ʃ e ʃ_2
a8310bee-b20c-48e2-82db-12c328a37b4b|টেকনোলজিস কোম্পানীর আইপিও বেচার টোপ গিলে ভুগছে সিকিউরিটিজ কারখানাগুলো।|t_1 e k n o l ɔ ɟ i s_2 k_1 o m p a n i r_2 a_1 i̯ p i o_2 b_1 æ c a r_2 t_1 o p_2 g_1 i l e_2 bʰ_1 u g cʰ e_2 s_1 i k i u̯ r i t i ɟ_2 k_1 a r kʰ a n a g u l o_2
a8316f6b-c26a-48b1-a829-83bf551e5502|সাহেবরা অনেক অহংকারী|ʃ_1 a h e b r a_2 ɔ_1 n e k_2 ɔ_1 h o ŋ k a r i_2
a832e75a-a7c4-43d3-9e2a-1191e0108581|অজি অজু কর|ɔ_1 ɟ i_2 o_1 ɟ u_2 k_1 ɔ r_2
a8348be8-05f2-4f27-8217-224fc067beab|এসব নিয়ে কথা বলা উচিতও হবে না।|e_1 ʃ ɔ b_2 n_1 i ʲ e_2 k_1 ɔ t̪ʰ a_2 b_1 ɔ l a_2 u_1 c i t̪ o̯_2 h_1 ɔ b e_2 n_1 a_2
a8349a9c-645e-4fc5-ae6f-c48add97375c|নোয়াখালী জাদুঘর আধুনিকায়নে ইতোমধ্যে তহবিল পাশ হয়েছে ।|n_1 o ʷ a kʰ a l i_2 ɟ_1 a d̪ u gʰ ɔ r_2 a_1 d̪ʰ u n i k a ʲ o n e_2 i_1 t̪ o m o d̪ d̪ʰ e_2 t̪_1 ɔ h o b i l_2 p_1 a ʃ_2 h_1 e ʲ e cʰ e_2
a83b0d34-1995-4cf5-828a-e536cc5ffe05|আধু|a_1 d̪ʰ u_2
a84200ad-334b-4e09-9a77-74f7468f343a|জ্ঞান দেওয়াটা অনেক আনন্দে।|g_1 æ̃ n_2 d̪_1 æ o̯ ʷ a t a_2 ɔ_1 n e k_2 a_1 n o n d̪ e_2
a844a525-1a74-4d91-afd4-2d612a46e5ca|পৃথ্বীশ ফুটপাথে থাকে|p_1 r i t̪ t̪ʰ i ʃ_2 pʰ_1 u t p a t̪ʰ e_2 t̪ʰ_1 a k e_2
a84915a9-169b-4b19-bae2-40dd1503d959|তেঘড়িহুদা সরকারী প্রাথমিক বিদ্যালয়।|t̪_1 e gʰ ɽ i h u d̪ a_2 ʃ_1 ɔ r k a r i_2 p_1 r a t̪ʰ ɔ m i k_2 b_1 i d̪ d̪ a l ɔ ʲ_2
a852f341-166a-4eff-9c69-ddcbb3ae8108|দেম্দেম|d̪_1 e m d̪ e m_2
a853afb9-af09-4c21-a857-18c891ccdddc|ক্যাবচালকে গাড়ি চালায়।|k_1 æ b c a l k e_2 g_1 a ɽ i_2 c_1 a l a ʲ_2
a8547c06-f489-4dc6-8e81-9d45b4dd7ecc|বেসিক জ্ঞান সম্পন্ন মানুষ হয়ে ওঠা সকলের প্রথম লক্ষ্য হওয়া উচিত।|b_1 e s i k_2 g_1 æ̃ n_2 ʃ_1 ɔ m p ɔ n n o_2 m_1 a n u ʃ_2 h_1 o ʲ e_2 o_1 tʰ a_2 ʃ_1 ɔ k o l e r_2 p_1 r o t̪ʰ o m_2 l_1 o k kʰ o_2 h_1 ɔ o̯ ʷ a_2 u_1 c i t̪_2
a8561d8b-b38e-4610-b044-3daa3c3c8707|ইয়ূসুফ আলাইহিস সাল্লাম|i_1 ʲ u s u pʰ_2 a_1 l a i̯ h i s_2 s_1 a l l a m_2
a8607d5a-2492-4831-a190-409070b22289|শেষ অ্যাপিসোডে মারা গেলো শাবনূর।|ʃ_1 e ʃ_2 æ_1 p i s o d e_2 m_1 a r a_2 g_1 æ l o_2 ʃ_1 a b n u r_2
a8637a15-6cb4-4ed5-a9ef-c502739876f8|রুমের মধ্যে সবই স্বাভাবিক।|r_1 u m e r_2 m_1 o d̪ d̪ʰ e_2 ʃ_1 ɔ b i_2 ʃ_1 a bʰ a b i k_2
a86d8e61-81bc-423c-b98a-f548eb1c471c|মুহছিনা শাহজাহানের পতীতা।|m_1 u h cʰ i n a_2 ʃ_1 a h ɟ a h a n e r_2 p_1 o t̪ i t̪ a_2
a8734eeb-0404-4cf3-9e7a-202d24374249|রেল স্টেশনে গাড়ি ভিড়বার বা যাত্রীদের অপেক্ষা করবার স্থানকে প্ল্যাটফর্ম বলে।|r_1 e l_2 s_1 t e ʃ ɔ n_2 g_1 a ɽ i_2 bʰ_1 i ɽ b a r_2 b_1 a_2 ɟ_1 a t̪ t̪ r i d̪ e r_2 ɔ_1 p e k kʰ a_2 k_1 o r b a r_2 s_1 t̪ʰ a n k e_2 p_1 l a t pʰ ɔ r m_2 b_1 o l e_2
